	Subcorpus	Type of Article	Article	Teil	WordsN	NounsN	CNCsNounsN
36	biology_intros		Distraction-coping-predicts-better-cortisol-recovery-afte_2017_Biological-Ps.txt	<Intro>	1444.0	473.0	51
37	biology_intros		Distraction-coping-predicts-better-cortisol-recovery-afte_2017_Biological-Ps.txt	<Middle>	2337.0	663.0	62
38	biology_intros		Distraction-coping-predicts-better-cortisol-recovery-afte_2017_Biological-Ps.txt	<Conclusion>	1389.0	422.0	27
39	biology_intros		Dopaminergic-responses-in-the-core-part-of-the-nucleus-accumbe_2017_Behaviou.txt	<Intro>	1198.0	358.0	9
40	biology_intros		Dopaminergic-responses-in-the-core-part-of-the-nucleus-accumbe_2017_Behaviou.txt	<Middle>	2528.0	605.0	27
41	biology_intros		Dopaminergic-responses-in-the-core-part-of-the-nucleus-accumbe_2017_Behaviou.txt	<Conclusion>	2065.0	539.0	3
42	biology_intros		Effect-of-acute-and-subchronic-stress-on-electrical-activity-_2017_Behaviour.txt	<Intro>	440.0	135.0	9
43	biology_intros		Effect-of-acute-and-subchronic-stress-on-electrical-activity-_2017_Behaviour.txt	<Middle>	2053.0	613.0	38
44	biology_intros		Effect-of-acute-and-subchronic-stress-on-electrical-activity-_2017_Behaviour.txt	<Conclusion>	955.0	319.0	24
45	biology_intros		Effects-of-curcumin-on-short-term-spatial-and-recognition-mem_2017_Behaviour.txt	<Intro>	670.0	209.0	9
46	biology_intros		Effects-of-curcumin-on-short-term-spatial-and-recognition-mem_2017_Behaviour.txt	<Middle>	3593.0	1007.0	41
47	biology_intros		Effects-of-curcumin-on-short-term-spatial-and-recognition-mem_2017_Behaviour.txt	<Conclusion>	1585.0	503.0	15
48	biology_intros		Environmental-enrichment-protects-spatial-learning-and-hippo_2017_Behavioura.txt	<Intro>	813.0	228.0	6
49	biology_intros		Environmental-enrichment-protects-spatial-learning-and-hippo_2017_Behavioura.txt	<Middle>	2281.0	624.0	32
50	biology_intros		Environmental-enrichment-protects-spatial-learning-and-hippo_2017_Behavioura.txt	<Conclusion>	1668.0	488.0	21
51	biology_intros		Fbxl4-Serves-as-a-Clock-Output-Molecule-that-Regulates-Sleep-th_2017_Current.txt	<Intro>	374.0	120.0	6
52	biology_intros		Fbxl4-Serves-as-a-Clock-Output-Molecule-that-Regulates-Sleep-th_2017_Current.txt	<Middle>	2308.0	654.0	41
53	biology_intros		Fbxl4-Serves-as-a-Clock-Output-Molecule-that-Regulates-Sleep-th_2017_Current.txt	<Conclusion>	523.0	170.0	35
54	biology_intros		Games-people-play--How-video-games-improve-probabi_2017_Behavioural-Brain-Re.txt	<Intro>	751.0	222.0	18
55	biology_intros		Games-people-play--How-video-games-improve-probabi_2017_Behavioural-Brain-Re.txt	<Middle>	1682.0	476.0	51
56	biology_intros		Games-people-play--How-video-games-improve-probabi_2017_Behavioural-Brain-Re.txt	<Conclusion>	1448.0	476.0	39
57	biology_intros		Genetic-and-Epigenetic-Strategies-Potentiate-Gal4-Activation-t_2017_Current-.txt	<Intro>	621.0	165.0	3
61	biology_intros		Genetic-and-Epigenetic-Strategies-Potentiate-Gal4-Activation-t_2017_Current-.txt	<Middle>	2679.0	666.0	31
62	biology_intros		Genetic-and-Epigenetic-Strategies-Potentiate-Gal4-Activation-t_2017_Current-.txt	<Conclusion>	1024.0	250.0	3
63	biology_intros		Heart-rate-variability-is-enhanced-by-long-lasting-pleasa_2017_Biological-Ps.txt	<Intro>	998.0	256.0	7
64	biology_intros		Heart-rate-variability-is-enhanced-by-long-lasting-pleasa_2017_Biological-Ps.txt	<Middle>	4840.0	1309.0	119
65	biology_intros		Heart-rate-variability-is-enhanced-by-long-lasting-pleasa_2017_Biological-Ps.txt	<Conclusion>	1668.0	483.0	25
66	biology_intros		Heart-rate-variability-predicts-inhibitory-control-in-adu_2017_Biological-Ps.txt	<Intro>	1888.0	518.0	51
67	biology_intros		Heart-rate-variability-predicts-inhibitory-control-in-adu_2017_Biological-Ps.txt	<Middle>	5296.0	1356.0	73
68	biology_intros		Heart-rate-variability-predicts-inhibitory-control-in-adu_2017_Biological-Ps.txt	<Conclusion>	2298.0	632.0	30
69	biology_intros		Heart-rate-variability-reactivity-and-new-romance--Caus_2017_Biological-Psyc.txt	<Intro>	575.0	194.0	15
70	biology_intros		Heart-rate-variability-reactivity-and-new-romance--Caus_2017_Biological-Psyc.txt	<Middle>	1966.0	510.0	48
71	biology_intros		Heart-rate-variability-reactivity-and-new-romance--Caus_2017_Biological-Psyc.txt	<Conclusion>	822.0	247.0	25
72	biology_intros		Individual-differences-in-the-processing-of-smoking-cessati_2017_Biological-.txt	<Intro>	914.0	268.0	33
73	biology_intros		Individual-differences-in-the-processing-of-smoking-cessati_2017_Biological-.txt	<Middle>	2019.0	601.0	38
74	biology_intros		Individual-differences-in-the-processing-of-smoking-cessati_2017_Biological-.txt	<Conclusion>	1512.0	454.0	18
75	biology_intros		Interaction-between-prenatal-risk-and-infant-parasympathetic_2017_Biological.txt	<Intro>	1252.0	407.0	12
76	biology_intros		Interaction-between-prenatal-risk-and-infant-parasympathetic_2017_Biological.txt	<Middle>	2798.0	799.0	39
77	biology_intros		Interaction-between-prenatal-risk-and-infant-parasympathetic_2017_Biological.txt	<Conclusion>	1411.0	448.0	21
78	biology_intros		Intermittent-hypoxia-caused-cognitive-dysfunction-relat_2017_Behavioural-Bra.txt	<Intro>	325.0	98.0	3
79	biology_intros		Intermittent-hypoxia-caused-cognitive-dysfunction-relat_2017_Behavioural-Bra.txt	<Middle>	1805.0	539.0	57
80	biology_intros		Intermittent-hypoxia-caused-cognitive-dysfunction-relat_2017_Behavioural-Bra.txt	<Conclusion>	992.0	294.0	32
81	biology_intros		Lateral-masking-effects-on-contrast-sensitivity-_2017_Behavioural-Brain-Rese.txt	<Intro>	349.0	119.0	6
82	biology_intros		Lateral-masking-effects-on-contrast-sensitivity-_2017_Behavioural-Brain-Rese.txt	<Middle>	1743.0	525.0	69
83	biology_intros		Lateral-masking-effects-on-contrast-sensitivity-_2017_Behavioural-Brain-Rese.txt	<Conclusion>	823.0	282.0	3
84	biology_intros		Local-Signals-in-Mouse-Horizontal-Cell-Dendrites_2017_Current-Biology.txt	<Intro>	493.0	147.0	3
85	biology_intros		Local-Signals-in-Mouse-Horizontal-Cell-Dendrites_2017_Current-Biology.txt	<Middle>	2562.0	733.0	46
86	biology_intros		Local-Signals-in-Mouse-Horizontal-Cell-Dendrites_2017_Current-Biology.txt	<Conclusion>	1626.0	460.0	15
87	biology_intros		Magnetic-resonance-spectroscopy-analysis-of-neurochemical-_2017_Behavioural-.txt	<Intro>	425.0	130.0	3
88	biology_intros		Magnetic-resonance-spectroscopy-analysis-of-neurochemical-_2017_Behavioural-.txt	<Middle>	1473.0	435.0	26
89	biology_intros		Magnetic-resonance-spectroscopy-analysis-of-neurochemical-_2017_Behavioural-.txt	<Conclusion>	626.0	193.0	6
90	biology_intros		May-the-use-of-different-background-strains--strain--the_2017_Behavioural-Br.txt	<Intro>	646.0	177.0	
91	biology_intros		May-the-use-of-different-background-strains--strain--the_2017_Behavioural-Br.txt	<Middle>	3551.0	1041.0	59
92	biology_intros		May-the-use-of-different-background-strains--strain--the_2017_Behavioural-Br.txt	<Conclusion>	832.0	212.0	6
93	biology_intros		Neocortical-prodynorphin-expression-is-transiently-increased-_2017_Behaviour.txt	<Intro>	695.0	239.0	22
94	biology_intros		Neocortical-prodynorphin-expression-is-transiently-increased-_2017_Behaviour.txt	<Middle>	1910.0	541.0	24
95	biology_intros		Neocortical-prodynorphin-expression-is-transiently-increased-_2017_Behaviour.txt	<Conclusion>	884.0	262.0	7
96	biology_intros		Neural-correlates-of-prosocial-behavior-towards-persons-i_2017_Biological-Ps.txt	<Intro>	820.0	230.0	6
97	biology_intros		Neural-correlates-of-prosocial-behavior-towards-persons-i_2017_Biological-Ps.txt	<Middle>	4194.0	1228.0	74
98	biology_intros		Neural-correlates-of-prosocial-behavior-towards-persons-i_2017_Biological-Ps.txt	<Conclusion>	1472.0	430.0	9
99	biology_intros		Neural-signals-of-selective-attention-are-modulated-by-subje_2017_Biological.txt	<Intro>	269.0	74.0	
100	biology_intros		Neural-signals-of-selective-attention-are-modulated-by-subje_2017_Biological.txt	<Middle>	5384.0	1266.0	36
101	biology_intros		Neural-signals-of-selective-attention-are-modulated-by-subje_2017_Biological.txt	<Conclusion>	2156.0	570.0	9
102	biology_intros		Neuropeptide-Y-Regulates-Sleep-by-Modulating-Noradrenergic_2017_Current-Biol.txt	<Intro>	490.0	132.0	
103	biology_intros		Neuropeptide-Y-Regulates-Sleep-by-Modulating-Noradrenergic_2017_Current-Biol.txt	<Middle>	3144.0	918.0	50
104	biology_intros		Neuropeptide-Y-Regulates-Sleep-by-Modulating-Noradrenergic_2017_Current-Biol.txt	<Conclusion>	1562.0	480.0	12
105	biology_intros		Nigrotectal-Stimulation-Stops-Interval-Timing-in-Mice_2017_Current-Biology.txt	<Intro>	1120.0	331.0	12
106	biology_intros		Nigrotectal-Stimulation-Stops-Interval-Timing-in-Mice_2017_Current-Biology.txt	<Middle>	1737.0	480.0	27
107	biology_intros		Nigrotectal-Stimulation-Stops-Interval-Timing-in-Mice_2017_Current-Biology.txt	<Conclusion>	1193.0	324.0	15
108	biology_intros		Novel-Microbial-Diversity-and-Functional-Potential-in-the-Ma_2017_Current-Bi.txt	<Intro>	454.0	110.0	3
109	biology_intros		Novel-Microbial-Diversity-and-Functional-Potential-in-the-Ma_2017_Current-Bi.txt	<Middle>	2616.0	726.0	77
110	biology_intros		Novel-Microbial-Diversity-and-Functional-Potential-in-the-Ma_2017_Current-Bi.txt	<Conclusion>	532.0	136.0	3
111	biology_intros		Operant-models-of-relapse-in-zebrafish--Danio-rerio---R_2017_Behavioural-Bra.txt	<Intro>	743.0	216.0	3
112	biology_intros		Operant-models-of-relapse-in-zebrafish--Danio-rerio---R_2017_Behavioural-Bra.txt	<Middle>	4262.0	1255.0	121
113	biology_intros		Operant-models-of-relapse-in-zebrafish--Danio-rerio---R_2017_Behavioural-Bra.txt	<Conclusion>	805.0	277.0	12
114	biology_intros		Origins-and-Specification-of-the-Drosophila-Wing_2017_Current-Biology.txt	<Intro>	968.0	279.0	3
115	biology_intros		Origins-and-Specification-of-the-Drosophila-Wing_2017_Current-Biology.txt	<Middle>	2834.0	745.0	42
116	biology_intros		Origins-and-Specification-of-the-Drosophila-Wing_2017_Current-Biology.txt	<Conclusion>	1230.0	327.0	12
117	biology_intros		Prefrontal-neuromodulation-reverses-spatial-associations-o_2017_Biological-P.txt	<Intro>	1901.0	510.0	27
118	biology_intros		Prefrontal-neuromodulation-reverses-spatial-associations-o_2017_Biological-P.txt	<Middle>	2734.0	780.0	43
119	biology_intros		Prefrontal-neuromodulation-reverses-spatial-associations-o_2017_Biological-P.txt	<Conclusion>	3431.0	970.0	50
120	biology_intros		Real-time-changes-in-corticospinal-excitability-related-_2017_Behavioural-Br.txt	<Intro>	417.0	135.0	9
121	biology_intros		Real-time-changes-in-corticospinal-excitability-related-_2017_Behavioural-Br.txt	<Middle>	1857.0	555.0	15
122	biology_intros		Real-time-changes-in-corticospinal-excitability-related-_2017_Behavioural-Br.txt	<Conclusion>	844.0	266.0	16
123	biology_intros		Reduced-hippocampal-IL-10-expression--altered-monoaminergic-a_2017_Behaviour.txt	<Intro>	942.0	281.0	9
124	biology_intros		Reduced-hippocampal-IL-10-expression--altered-monoaminergic-a_2017_Behaviour.txt	<Middle>	2869.0	758.0	43
125	biology_intros		Reduced-hippocampal-IL-10-expression--altered-monoaminergic-a_2017_Behaviour.txt	<Conclusion>	1825.0	534.0	12
126	biology_intros		Social-processing-in-early-adolescence--Associations-between_2017_Biological.txt	<Intro>	1149.0	342.0	12
127	biology_intros		Social-processing-in-early-adolescence--Associations-between_2017_Biological.txt	<Middle>	2106.0	604.0	31
128	biology_intros		Social-processing-in-early-adolescence--Associations-between_2017_Biological.txt	<Conclusion>	1304.0	392.0	18
129	biology_intros		Stall-in-Canonical-Autophagy-Lysosome-Pathways-Prompts-Nucleop_2017_Current-.txt	<Intro>	368.0	107.0	7
130	biology_intros		Stall-in-Canonical-Autophagy-Lysosome-Pathways-Prompts-Nucleop_2017_Current-.txt	<Middle>	3082.0	811.0	40
131	biology_intros		Stall-in-Canonical-Autophagy-Lysosome-Pathways-Prompts-Nucleop_2017_Current-.txt	<Conclusion>	1552.0	455.0	18
132	biology_intros		Structural-hemispheric-asymmetries-underlie-verbal-_2017_Behavioural-Brain-R.txt	<Intro>	872.0	215.0	6
133	biology_intros		Structural-hemispheric-asymmetries-underlie-verbal-_2017_Behavioural-Brain-R.txt	<Middle>	3038.0	731.0	50
134	biology_intros		Structural-hemispheric-asymmetries-underlie-verbal-_2017_Behavioural-Brain-R.txt	<Conclusion>	1303.0	321.0	12
135	biology_intros		TDP-43-Promotes-Neurodegeneration-by-Impairing-Chromatin-R_2017_Current-Biol.txt	<Intro>	426.0	137.0	6
136	biology_intros		TDP-43-Promotes-Neurodegeneration-by-Impairing-Chromatin-R_2017_Current-Biol.txt	<Middle>	3148.0	927.0	68
137	biology_intros		TDP-43-Promotes-Neurodegeneration-by-Impairing-Chromatin-R_2017_Current-Biol.txt	<Conclusion>	766.0	225.0	12
138	biology_intros		Temporal-dynamics-of-reward-anticipation-in-the-huma_2017_Biological-Psychol.txt	<Intro>	1433.0	404.0	18
139	biology_intros		Temporal-dynamics-of-reward-anticipation-in-the-huma_2017_Biological-Psychol.txt	<Middle>	2864.0	748.0	28
140	biology_intros		Temporal-dynamics-of-reward-anticipation-in-the-huma_2017_Biological-Psychol.txt	<Conclusion>	1596.0	495.0	29
141	biology_intros		Tension-Dependent-Stretching-Activates-ZO-1-to-Control-the-Ju_2017_Current-B.txt	<Intro>	400.0	126.0	7
142	biology_intros		Tension-Dependent-Stretching-Activates-ZO-1-to-Control-the-Ju_2017_Current-B.txt	<Middle>	3142.0	831.0	37
143	biology_intros		Tension-Dependent-Stretching-Activates-ZO-1-to-Control-the-Ju_2017_Current-B.txt	<Conclusion>	1407.0	379.0	13
144	biology_intros		The-Plastid-Genome-in-Cladophorales-Green-Algae-Is-Encoded-b_2017_Current-Bi.txt	<Intro>	462.0	137.0	6
145	biology_intros		The-Plastid-Genome-in-Cladophorales-Green-Algae-Is-Encoded-b_2017_Current-Bi.txt	<Middle>	2860.0	839.0	98
146	biology_intros		The-Plastid-Genome-in-Cladophorales-Green-Algae-Is-Encoded-b_2017_Current-Bi.txt	<Conclusion>	283.0	85.0	9
147	biology_intros		The-rat-retrosplenial-cortex-as-a-link-for-frontal-fu_2017_Behavioural-Brain.txt	<Intro>	629.0	169.0	12
148	biology_intros		The-rat-retrosplenial-cortex-as-a-link-for-frontal-fu_2017_Behavioural-Brain.txt	<Middle>	8729.0	2271.0	88
149	biology_intros		The-rat-retrosplenial-cortex-as-a-link-for-frontal-fu_2017_Behavioural-Brain.txt	<Conclusion>	1961.0	532.0	21
150	biology_intros		The-trait--pessimism--does-not-interact-with-cognitive-flexibi_2017_Behaviou.txt	<Intro>	785.0	224.0	9
151	biology_intros		The-trait--pessimism--does-not-interact-with-cognitive-flexibi_2017_Behaviou.txt	<Middle>	2666.0	789.0	34
152	biology_intros		The-trait--pessimism--does-not-interact-with-cognitive-flexibi_2017_Behaviou.txt	<Conclusion>	1767.0	489.0	32
153	biology_intros		Theta-Oscillations-in-the-Human-Medial-Temporal-Lobe-during-_2017_Current-Bi.txt	<Intro>	380.0	108.0	3
154	biology_intros		Theta-Oscillations-in-the-Human-Medial-Temporal-Lobe-during-_2017_Current-Bi.txt	<Middle>	2093.0	601.0	18
155	biology_intros		Theta-Oscillations-in-the-Human-Medial-Temporal-Lobe-during-_2017_Current-Bi.txt	<Conclusion>	958.0	290.0	27
156	biology_intros		Vagus-Motor-Neuron-Topographic-Map-Determined-by-Parallel-Mech_2017_Current-.txt	<Intro>	562.0	177.0	29
157	biology_intros		Vagus-Motor-Neuron-Topographic-Map-Determined-by-Parallel-Mech_2017_Current-.txt	<Middle>	2870.0	743.0	19
158	biology_intros		Vagus-Motor-Neuron-Topographic-Map-Determined-by-Parallel-Mech_2017_Current-.txt	<Conclusion>	987.0	298.0	39
159	biology_intros		Venlafaxine-exerts-antidepressant-effects-possibly-by-acti_2017_Behavioural-.txt	<Intro>	463.0	147.0	13
160	biology_intros		Venlafaxine-exerts-antidepressant-effects-possibly-by-acti_2017_Behavioural-.txt	<Middle>	1656.0	492.0	35
161	biology_intros		Venlafaxine-exerts-antidepressant-effects-possibly-by-acti_2017_Behavioural-.txt	<Conclusion>	1695.0	550.0	44
0	economics_intros		-De-financialization--of-commodities--Evidence-from-stock--c_2017_Energy-Eco.txt	<Intro>	1806.0	607.0	76
1	economics_intros		-De-financialization--of-commodities--Evidence-from-stock--c_2017_Energy-Eco.txt	<Middle>	4009.0	1076.0	37
2	economics_intros		-De-financialization--of-commodities--Evidence-from-stock--c_2017_Energy-Eco.txt	<Conclusion>	565.0	184.0	17
3	economics_intros		A-model-to-assess-the-impact-of-employment-policy-and-subsidiz_2017_Energy-E.txt	<Intro>	1191.0	387.0	15
4	economics_intros		A-model-to-assess-the-impact-of-employment-policy-and-subsidiz_2017_Energy-E.txt	<Middle>	3545.0	1090.0	81
5	economics_intros		A-model-to-assess-the-impact-of-employment-policy-and-subsidiz_2017_Energy-E.txt	<Conclusion>	717.0	216.0	
6	economics_intros		Accounting-conservatism-and-firm-investment_2016_Journal-of-Accounting-and-E.txt	<Intro>	2746.0	821.0	16
7	economics_intros		Accounting-conservatism-and-firm-investment_2016_Journal-of-Accounting-and-E.txt	<Middle>	5366.0	1555.0	42
8	economics_intros		Accounting-conservatism-and-firm-investment_2016_Journal-of-Accounting-and-E.txt	<Conclusion>	237.0	69.0	3
9	economics_intros		Aggregate-earnings-surprises--monetary-policy-_2016_Journal-of-Accounting-an.txt	<Intro>	2320.0	754.0	71
10	economics_intros		Aggregate-earnings-surprises--monetary-policy-_2016_Journal-of-Accounting-an.txt	<Middle>	4493.0	1274.0	98
11	economics_intros		Aggregate-earnings-surprises--monetary-policy-_2016_Journal-of-Accounting-an.txt	<Conclusion>	240.0	78.0	3
12	economics_intros		Airfares-and-oil-prices---Feathers-and-Rockets--adjustme_2017_Energy-Economi.txt	<Intro>	1143.0	395.0	19
13	economics_intros		Airfares-and-oil-prices---Feathers-and-Rockets--adjustme_2017_Energy-Economi.txt	<Middle>	1892.0	524.0	30
14	economics_intros		Airfares-and-oil-prices---Feathers-and-Rockets--adjustme_2017_Energy-Economi.txt	<Conclusion>	2775.0	872.0	43
15	economics_intros		An-Agent-based-Model-of-the-South-African-Offshore-Hake-Trawl_2017_Ecologica.txt	<Intro>	1318.0	395.0	37
16	economics_intros		An-Agent-based-Model-of-the-South-African-Offshore-Hake-Trawl_2017_Ecologica.txt	<Middle>	4984.0	1510.0	98
17	economics_intros		An-Agent-based-Model-of-the-South-African-Offshore-Hake-Trawl_2017_Ecologica.txt	<Conclusion>	1284.0	419.0	29
18	economics_intros		An-Agent-based-Model-of-the-South-African-Offshore-Hake-Traw_2017_Ecological.txt	<Intro>	1019.0	290.0	15
19	economics_intros		An-Agent-based-Model-of-the-South-African-Offshore-Hake-Traw_2017_Ecological.txt	<Middle>	2557.0	783.0	41
20	economics_intros		An-Agent-based-Model-of-the-South-African-Offshore-Hake-Traw_2017_Ecological.txt	<Conclusion>	547.0	168.0	78
21	economics_intros		CEO-turnover-in-large-banks--Does-tail-ris_2017_Journal-of-Accounting-and-Ec.txt	<Intro>	2821.0	879.0	42
22	economics_intros		CEO-turnover-in-large-banks--Does-tail-ris_2017_Journal-of-Accounting-and-Ec.txt	<Middle>	5651.0	1678.0	99
23	economics_intros		CEO-turnover-in-large-banks--Does-tail-ris_2017_Journal-of-Accounting-and-Ec.txt	<Conclusion>	181.0	62.0	6
24	economics_intros		Common-auditors-in-M-amp-A-transactio_2016_Journal-of-Accounting-and-Economi.txt	<Intro>	3114.0	946.0	56
25	economics_intros		Common-auditors-in-M-amp-A-transactio_2016_Journal-of-Accounting-and-Economi.txt	<Middle>	6493.0	1898.0	133
26	economics_intros		Common-auditors-in-M-amp-A-transactio_2016_Journal-of-Accounting-and-Economi.txt	<Conclusion>	449.0	140.0	3
27	economics_intros		Competition-for-talent-under-performance-ma_2017_Journal-of-Accounting-and-E.txt	<Intro>	2636.0	752.0	14
28	economics_intros		Competition-for-talent-under-performance-ma_2017_Journal-of-Accounting-and-E.txt	<Middle>	6589.0	1611.0	62
29	economics_intros		Competition-for-talent-under-performance-ma_2017_Journal-of-Accounting-and-E.txt	<Conclusion>	298.0	88.0	
30	economics_intros		Conditionally-conservative-fair-value-meas_2017_Journal-of-Accounting-and-Ec.txt	<Intro>	2531.0	787.0	46
31	economics_intros		Conditionally-conservative-fair-value-meas_2017_Journal-of-Accounting-and-Ec.txt	<Middle>	8231.0	2224.0	216
32	economics_intros		Conditionally-conservative-fair-value-meas_2017_Journal-of-Accounting-and-Ec.txt	<Conclusion>	705.0	227.0	3
33	economics_intros		Cournot-competition-and--green--innovation--An-inverted-U_2017_Energy-Econom.txt	<Intro>	1124.0	334.0	9
34	economics_intros		Cournot-competition-and--green--innovation--An-inverted-U_2017_Energy-Econom.txt	<Middle>	2541.0	676.0	32
35	economics_intros		Cournot-competition-and--green--innovation--An-inverted-U_2017_Energy-Econom.txt	<Conclusion>	153.0	50.0	3
36	economics_intros		Cross-constrained-Measuring-the-Cost-environment-Efficiency_2017_Ecological-.txt	<Intro>	924.0	269.0	24
37	economics_intros		Cross-constrained-Measuring-the-Cost-environment-Efficiency_2017_Ecological-.txt	<Middle>	5447.0	1561.0	77
38	economics_intros		Cross-constrained-Measuring-the-Cost-environment-Efficiency_2017_Ecological-.txt	<Conclusion>	1280.0	412.0	43
39	economics_intros		Customer-concentration-risk-and-the-cost-of-_2016_Journal-of-Accounting-and-.txt	<Intro>	1803.0	542.0	40
40	economics_intros		Customer-concentration-risk-and-the-cost-of-_2016_Journal-of-Accounting-and-.txt	<Middle>	8163.0	2489.0	163
41	economics_intros		Customer-concentration-risk-and-the-cost-of-_2016_Journal-of-Accounting-and-.txt	<Conclusion>	267.0	81.0	
42	economics_intros		Dealing-with--Baggage--in-Riparian-Relationship-on-Water-Allo_2017_Ecologica.txt	<Intro>	2236.0	630.0	12
43	economics_intros		Dealing-with--Baggage--in-Riparian-Relationship-on-Water-Allo_2017_Ecologica.txt	<Middle>	639.0	175.0	
44	economics_intros		Dealing-with--Baggage--in-Riparian-Relationship-on-Water-Allo_2017_Ecologica.txt	<Conclusion>	4268.0	1194.0	46
45	economics_intros		Directional-predictability-from-oil-market-uncertainty-to-soverei_2017_Energ.txt	<Intro>	1890.0	596.0	76
46	economics_intros		Directional-predictability-from-oil-market-uncertainty-to-soverei_2017_Energ.txt	<Middle>	1381.0	375.0	26
