	Subcorpus	Type of Article	Article	Teil	Sentence number	CNC String	CNC Length	Words before
23	economics_intros	Quant/Qual	A-Decision-theory-Approach-to-Cost-effective-Population-Su_2017_Ecological-E.txt	<Intro>	177.0	background extinction risk increases	4.0	3174.0
24	economics_intros	Quant/Qual	A-Decision-theory-Approach-to-Cost-effective-Population-Su_2017_Ecological-E.txt	<Intro>	182.0	Figpopulation size	3.0	3237.0
25	economics_intros	Quant/Qual	A-Decision-theory-Approach-to-Cost-effective-Population-Su_2017_Ecological-E.txt	<Conclusion>	196.0	top-ranked recovery pathway	3.0	3471.0
26	economics_intros	Quant/Qual	A-Decision-theory-Approach-to-Cost-effective-Population-Su_2017_Ecological-E.txt	<Conclusion>	196.0	baseline recovery target	3.0	3486.0
27	economics_intros	Quant/Qual	A-Decision-theory-Approach-to-Cost-effective-Population-Su_2017_Ecological-E.txt	<Conclusion>	198.0	lowest population sizes	3.0	3515.0
28	economics_intros	Quant/Qual	A-Decision-theory-Approach-to-Cost-effective-Population-Su_2017_Ecological-E.txt	<Conclusion>	199.0	extinction risk increases	3.0	3551.0
29	economics_intros	Quant/Qual	A-Decision-theory-Approach-to-Cost-effective-Population-Su_2017_Ecological-E.txt	<Conclusion>	199.0	target population size	3.0	3566.0
30	economics_intros	Quant/Qual	A-Decision-theory-Approach-to-Cost-effective-Population-Su_2017_Ecological-E.txt	<Conclusion>	200.0	butoptimal recovery	3.0	3583.0
31	economics_intros	Quant/Qual	A-Decision-theory-Approach-to-Cost-effective-Population-Su_2017_Ecological-E.txt	<Conclusion>	206.0	ratherratio we've	3.0	3749.0
32	economics_intros	Quant/Qual	A-Decision-theory-Approach-to-Cost-effective-Population-Su_2017_Ecological-E.txt	<Conclusion>	212.0	beneﬁt cost ratios	3.0	3836.0
33	economics_intros	Quant/Qual	A-Decision-theory-Approach-to-Cost-effective-Population-Su_2017_Ecological-E.txt	<Conclusion>	239.0	decision analysis framework	3.0	4235.0
34	economics_intros	Quant/Qual	A-Decision-theory-Approach-to-Cost-effective-Population-Su_2017_Ecological-E.txt	<Conclusion>	239.0	population viability analyses	3.0	4251.0
35	economics_intros	Quant/Qual	A-Decision-theory-Approach-to-Cost-effective-Population-Su_2017_Ecological-E.txt	<Conclusion>	248.0	life historyThe effectiveness	3.0	4401.0
36	economics_intros	Quant/Qual	A-Decision-theory-Approach-to-Cost-effective-Population-Su_2017_Ecological-E.txt	<Conclusion>	263.0	management time horizon	3.0	4667.0
37	economics_intros	Quant/Qual	A-Decision-theory-Approach-to-Cost-effective-Population-Su_2017_Ecological-E.txt	<Conclusion>	269.0	Morrisdecision analysis	3.0	4848.0
38	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Intro>	3.0	countries' emission performances	3.0	53.0
39	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Intro>	5.0	index decomposition analysis	3.0	106.0
40	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Intro>	7.0	energy systems analysis	3.0	161.0
41	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Intro>	29.0	country's energy use	3.0	467.0
42	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Intro>	44.0	modelling intensity indicators	3.0	749.0
43	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Intro>	47.0	emission intensity indicator	3.0	798.0
44	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Intro>	48.0	emission intensity indicator cover	4.0	834.0
45	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Intro>	59.0	ﬁnest disaggregation level	3.0	1055.0
46	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Intro>	64.0	global-level decomposition analysis masks intensity indicator changes	7.0	1099.0
47	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Intro>	65.0	country-level decomposition analysis	3.0	1125.0
48	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	80.0	Andrewanalytical difference	3.0	1288.0
49	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	101.0	demand structure effect	3.0	1679.0
50	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	109.0	pure SDA formulation	3.0	1746.0
51	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	115.0	production structure effect	3.0	1794.0
52	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	116.0	production structure effect	3.0	1826.0
53	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	120.0	example country r's impact	4.0	1892.0
54	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	134.0	DHdcountry r's	3.0	2015.0
55	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	134.0	country r's emission	3.0	2032.0
56	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	152.0	emission intensity change	3.0	2236.0
57	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	158.0	country's emission intensity	3.0	2334.0
58	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	164.0	multiplicative decomposition method	3.0	2451.0
59	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	183.0	global MRIO table	3.0	2728.0
60	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	188.0	versions SDA analysis	3.0	2813.0
61	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	217.0	cumulative driving forces	3.0	3057.0
62	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	218.0	sectoral intensity effect	3.0	3065.0
63	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	218.0	production structure effect	3.0	3084.0
64	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	229.0	traded production technology effect	4.0	3210.0
65	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	240.0	emission intensity decrease	3.0	3297.0
66	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	240.0	emission intensity improvement	3.0	3304.0
67	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	250.0	domestic production technology	3.0	3455.0
68	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	251.0	sectoral emission intensity	3.0	3470.0
69	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	257.0	demand structure effects	3.0	3529.0
70	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	275.0	domestic production structure effect	4.0	3845.0
71	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	300.0	Sectoral emission efﬁciency change	4.0	4066.0
72	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	303.0	cumulated driving forces	3.0	4103.0
73	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	307.0	emission-intensive production structure	3.0	4151.0
74	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	310.0	sectoral emission efﬁciency	3.0	4181.0
75	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	311.0	sectoral emission performance	3.0	4193.0
76	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	317.0	production structure effect	3.0	4269.0
77	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	318.0	Sectoral emission efﬁciency	3.0	4299.0
78	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	323.0	emission intensity increases	3.0	4380.0
79	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	339.0	sectoral emission efﬁciency improvement	4.0	4548.0
80	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	356.0	sectoral emission efﬁciency improvement	4.0	4743.0
81	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	372.0	sectoral emission efﬁciency improvement	4.0	4917.0
82	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Middle>	378.0	aggregate emission intensity changes	4.0	5012.0
83	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Conclusion>	398.0	Angemission performance	3.0	5314.0
84	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Conclusion>	405.0	climate technology transfer	3.0	5431.0
85	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Conclusion>	406.0	technology transfer framework	3.0	5447.0
86	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Conclusion>	409.0	present climate policies	3.0	5476.0
87	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Conclusion>	413.0	possible policy measures	3.0	5544.0
88	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Conclusion>	418.0	Present climate policies	3.0	5636.0
89	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Conclusion>	432.0	country level model	3.0	5843.0
90	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Conclusion>	435.0	emission intensity changes	3.0	5917.0
91	economics_intros	Quant/Qual	A-Multi-region-Structural-Decomposition-Analysis-of-Globa_2017_Ecological-Ec.txt	<Conclusion>	446.0	aggregate intensity indicator	3.0	6140.0
92	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Intro>	1.0	electricity price convergence	3.0	24.0
93	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Intro>	4.0	transmission capacity auction	3.0	119.0
94	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Intro>	10.0	price coupling region	3.0	291.0
95	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Intro>	12.0	areas price coupling	3.0	352.0
96	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Intro>	17.0	transmission rights cannot	3.0	431.0
97	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Intro>	23.0	AR–GARCH copula model	3.0	545.0
98	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Intro>	42.0	data input amounts	3.0	950.0
99	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Intro>	43.0	Day-ahead electricity price	3.0	957.0
100	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Intro>	45.0	time series models	3.0	1037.0
101	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	55.0	electricity price data	3.0	1237.0
102	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	63.0	time series plots	3.0	1437.0
103	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	72.0	hourly price data	3.0	1641.0
104	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	74.0	time series plots	3.0	1672.0
105	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	82.0	electricity generation mix	3.0	1856.0
106	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	93.0	exact price coupling percentage	4.0	2097.0
107	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	106.0	smaller price difference	3.0	2373.0
108	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	108.0	exact price convergence	3.0	2443.0
109	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	111.0	AR–GARCH copula model	3.0	2492.0
110	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	147.0	regime switching nature	3.0	3081.0
111	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	156.0	marginal distribution functions	3.0	3249.0
112	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	174.0	only copula parameter	3.0	3521.0
113	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	210.0	componentregime-switching AR–GARCH model	3.0	3890.0
114	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	231.0	displays sample autocorrelation	3.0	4093.0
115	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	232.0	Sample autocorrelation plots	3.0	4104.0
116	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	241.0	price coupling ﬁrst	3.0	4223.0
117	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	266.0	tail dependence terms	3.0	4610.0
118	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	269.0	paper tail dependence coeﬃcients	4.0	4674.0
119	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	282.0	tail dependence coeﬃcients	3.0	4870.0
120	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	289.0	tail dependence coeﬃcients	3.0	4914.0
121	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	294.0	tail dependence coeﬃcients	3.0	5030.0
122	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	303.0	lower tail dependence	3.0	5142.0
123	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	307.0	Most wind turbines	3.0	5208.0
124	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	313.0	tail dependence estimate	3.0	5302.0
125	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	369.0	day-ahead electricity price difference	4.0	5967.0
126	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	376.0	transmission system operators	3.0	6091.0
127	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	382.0	hourly day-ahead electricity price	4.0	6160.0
128	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	386.0	spread option values	3.0	6212.0
129	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	389.0	areas FTR prices	3.0	6280.0
130	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	402.0	ﬂow direction DE→FR	3.0	6514.0
131	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	404.0	option price calculations	3.0	6563.0
132	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	411.0	AR–GARCH copula models	3.0	6713.0
133	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	443.0	electricity ﬂow patterns	3.0	7459.0
134	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	452.0	AR–GARCH copula model	3.0	7635.0
135	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	457.0	regime-switching AR–GARCH model	3.0	7732.0
136	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	462.0	spread time series	3.0	7784.0
137	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	478.0	copula modeling framework	3.0	7999.0
138	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	491.0	likelihood ratio tests	3.0	8190.0
139	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	504.0	model acceptance percentages	3.0	8439.0
140	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Middle>	517.0	AR–GARCH copula model	3.0	8742.0
141	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Conclusion>	535.0	lower option prices	3.0	9114.0
142	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Conclusion>	538.0	likelihood ratio tests	3.0	9174.0
143	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Conclusion>	542.0	market coupling algorithm	3.0	9294.0
144	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Conclusion>	555.0	copula dependence parameter	3.0	9563.0
145	economics_intros	Quant/Qual	A-regime-switching-copula-approach-to-modeling-day-ahead-pri_2017_Energy-Eco.txt	<Conclusion>	563.0	spot electricity prices	3.0	9672.0
146	economics_intros	Quant/Qual	An-Economic-Analysis-of-the-Threats-Posed-by-the-Establishm_2017_Ecological-.txt	<Intro>	6.0	control program costs	3.0	97.0
147	economics_intros	Quant/Qual	An-Economic-Analysis-of-the-Threats-Posed-by-the-Establishm_2017_Ecological-.txt	<Intro>	29.0	Exotic mosquito incursions	3.0	332.0
148	economics_intros	Quant/Qual	An-Economic-Analysis-of-the-Threats-Posed-by-the-Establishm_2017_Ecological-.txt	<Intro>	29.0	vanden Hurk	3.0	346.0
149	economics_intros	Quant/Qual	An-Economic-Analysis-of-the-Threats-Posed-by-the-Establishm_2017_Ecological-.txt	<Intro>	62.0	term control programs	3.0	650.0
150	economics_intros	Quant/Qual	An-Economic-Analysis-of-the-Threats-Posed-by-the-Establishm_2017_Ecological-.txt	<Intro>	70.0	mosquito control program	3.0	824.0
151	economics_intros	Quant/Qual	An-Economic-Analysis-of-the-Threats-Posed-by-the-Establishm_2017_Ecological-.txt	<Middle>	137.0	Appendix“Mosquito Incursion Emergency Response	5.0	1523.0
152	economics_intros	Quant/Qual	An-Economic-Analysis-of-the-Threats-Posed-by-the-Establishm_2017_Ecological-.txt	<Middle>	150.0	pest control companies	3.0	1757.0
153	economics_intros	Quant/Qual	An-Economic-Analysis-of-the-Threats-Posed-by-the-Establishm_2017_Ecological-.txt	<Middle>	161.0	vector control staff	3.0	1921.0
154	economics_intros	Quant/Qual	An-Economic-Analysis-of-the-Threats-Posed-by-the-Establishm_2017_Ecological-.txt	<Middle>	170.0	vector control team	3.0	2075.0
155	economics_intros	Quant/Qual	An-Economic-Analysis-of-the-Threats-Posed-by-the-Establishm_2017_Ecological-.txt	<Middle>	212.0	vector control response	3.0	2505.0
156	economics_intros	Quant/Qual	An-Economic-Analysis-of-the-Threats-Posed-by-the-Establishm_2017_Ecological-.txt	<Middle>	219.0	vector control response	3.0	2619.0
157	economics_intros	Quant/Qual	An-Economic-Analysis-of-the-Threats-Posed-by-the-Establishm_2017_Ecological-.txt	<Middle>	227.0	vector control ofﬁcers	3.0	2730.0
158	economics_intros	Quant/Qual	An-Economic-Analysis-of-the-Threats-Posed-by-the-Establishm_2017_Ecological-.txt	<Middle>	241.0	employee fringe beneﬁts	3.0	2891.0
